localizacion	titulo	descripcion	calif	precio	impuesto	noches	provincia	checkin	checkout
San Martín de los Andes	Jazmín Apartment	Apartamento entero, 2 dormitorios, 1 baño, 80m²	NA	Precio $ 319.034	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	VIVERO 5 SMA	Apartamento entero, 1 dormitorio, 1 baño, 40m²	NA	Precio $ 266.685	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Alojamiento Los Huillines	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 cocina, 40m²	8,7	Precio $ 345.703	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Complejo y Hosteria Hua Hum		NA	Precio $ 246.931	+ $ 51.855 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Umain Plaza	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 62m²	NA	Precio $ 303.354	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Chapa Pituca	Apartamento entero, 2 dormitorios, 1 sala de estar, 2 baños, 75m²	NA	Precio $ 241.375	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Departamento muy cálido y luminoso, excelente ubicación en el centro de SMA. 9V5	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 40m²	NA	Precio $ 333.356	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Ojo de Agua Mono	Apartamento entero, 1 dormitorio, 1 baño	NA	Precio $ 283.970	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Rosa de los Viajes		9,0	Precio $ 301.478	+ $ 63.310 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Complejo Ramayon	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 55m²	10	Precio $ 253.192	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Apart Hotel del Pellin	Bungalow entero, 1 dormitorio, 1 sala de estar, 2 baños, 1 cocina, 55m²	9,0	Precio $ 469.168	+ $ 98.525 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Apart Rose Garden	Bungalow entero, 1 dormitorio, 1 baño, 1 cocina, 40m²	8,7	Precio $ 271.624	+ $ 57.041 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Para quedarse	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 44m²	8,4	Precio $ 377.804	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Del Viejo Esquiador		8,5	Precio $ 373.371	+ $ 78.408 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Departamento centro de san martin de los andes LA NONITA	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 60m²	NA	Precio $ 333.356	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Sacromonte	Apartamento entero, 2 dormitorios, 1 sala de estar, 1 baño, 1 cocina, 70m²	7,5	Precio $ 340.764	+ $ 71.560 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Casa Mora	Casa o chalet entero, 2 dormitorios, 1 sala de estar, 2 baños, 1 cocina, 120m²	9,2	Precio $ 345.703	+ $ 72.598 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Espacio compartido, solo para mujeres, en moderno departamento en el corazón del pueblo		10	Precio original $ 217.299. Precio actual $ 195.569.	+ $ 41.069 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Los Jardines del Pocahullo	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 50m²	NA	Precio $ 431.300	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Tunqueley Hotel		8,0	Precio $ 311.133	+ $ 65.338 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Hotel Intermonti		8,2	Precio $ 523.493	+ $ 109.933 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Ayres del Filo		9,2	Precio $ 364.470	+ $ 76.539 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Monoambiente cálido y modernoso con amplio jardín en el centro de SMA. 2V5	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 35m²	NA	Precio $ 377.804	Incluye impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Hosteria Las Walkirias		8,4	Precio $ 373.359	+ $ 78.405 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Altos del Alma Cabañas	Chalet de montaña entero, 1 dormitorio, 1 baño, 1 cocina, 36m²	9,1	Precio original $ 421.017. Precio actual $ 378.915.	+ $ 79.572 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
San Martín de los Andes	Hosteria Hostal del Esquiador		8,7	Precio $ 493.861	+ $ 103.711 de impuestos y cargos	14 noches, 2 adultos	Neuquen	2023-2-1	2023-2-15
